,name,info,opentime,lat,lng,address,category,phone,label,station,average_score,thumbnail
6392,북촌손만두 롯백광복점,0,0,35.096715,129.0367482,부산광역시 중구 중앙동7가 20-1 롯데백화점 광복점 지하1층,"['손만두', ' 멸치칼국수']",1588-0397,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210923054832_photo2_ec2755d07c64.jpg
6393,옛날장터,0,"월-금,토오후 1시 - 오후 11시 59분|휴무일매주 일요일",35.1559937,129.0419535,부산광역시 부산진구 가야동 50-39,"['닭발', ' 조개탕']",051-896-9004,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190608_182443.jpg
6394,진 육회말투아웃,0,매일오후 6시 - 오전 2시,35.2399902,129.0892209,부산광역시 금정구 부곡동 65-15,"['육회', ' 육사시미']",0,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54777/59970/54777_59970_80_0_7223_2016121163523404.jpg
6396,송담추어탕 구포점,0,"월-금,토오전 10시 30분 - 오후 9시|휴무일매주 일요일",35.2007857,128.9982585,부산광역시 북구 구포동 959-9,"['추어탕', ' 추어튀김']",051-342-2841,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211103071925_photo1_1559c67e6a15.jpg
6397,두끼 부산화명점,0,매일오전 11시 - 오후 10시,35.2355049,129.0113256,부산광역시 북구 화명동 2272-1,"['떡볶이뷔페', ' 떡볶이']",070-7766-0021,음식점,0,0,0
6398,맛나감자탕 사하구청점,0,"월,수,목,금,토/일오전 10시 20분 - 오후 9시 50분|쉬는시간 매주 월,수,목,금,토/일오후 3시 - 오후 4시 30분|휴무일매주 화요일",35.1031622,128.9762223,부산광역시 사하구 당리동 321-1 상가 2층 200호,"['뼈해장국', ' 감자탕']",051-205-4488,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191011061644452_photo_ee93056fc210.jpg
6399,춘하추동칼국수,0,매일오전 11시 - 오후 8시|쉬는시간 매일오후 3시 - 오후 5시,35.2140153,129.103163,부산광역시 금정구 서동 294-9,"['칼국수', ' 냉콩칼국수']",051-522-5082,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59830/56162/59830_56162_89_0_1892_20148881051832.jpg
6400,다담닭,0,매일오전 11시 30분 - 자정 12시                                            (매주 일요일 휴무),35.2098937,129.0753737,부산광역시 동래구 온천동 707-1,"['한식', ' 찜닭']",051-556-1701,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210301113431_photo0_NKlukP4d0Qy1.jpg
6401,베러먼데이 중앙점,0,월-금오전 9시 - 오후 7시,35.1027085,129.0353576,부산광역시 중구 중앙동2가 49-36,['카페'],0,음식점,0,0,0
6403,달콤커피 부산대점,0,매일정오 12시 - 오후 11시 30분,35.2295913,129.0872989,부산광역시 금정구 장전동 302-13,"['카페', ' 커피']",051-516-0829,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56712/53393/56712_53393_80_0_713_201762935731965.jpg
6404,빌리브피자,0,매일오전 11시 - 오전 1시 50분,35.1766097,129.0865359,부산광역시 연제구 연산동 671-16,"['피자', ' 치즈크러스트']",051-934-8989,음식점,0,0,0
6405,가원밥상,0,"화,수,목,금,토/일오전 10시 30분 - 오후 9시 30분|휴무일매주 월요일",35.1378406,129.1066213,부산광역시 남구 대연동 16,"['아구찜', ' 양념게장']",051-622-9292,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51101/56830/51101_56830_80_0_9616_20153320162620.jpg
6406,호아빈,0,매일오전 11시 - 오후 10시,35.192037,129.0676739,부산광역시 연제구 거제동 1477-7,"['베트남쌀국수전문', ' 쌀국수']",051-503-3370,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211124095438_photo1_aef8205f0dd2.jpg
6407,호호빈대떡,0,0,35.139702,129.1076066,부산광역시 수영구 남천동 271-4,"['녹두빈대떡', ' 빈대떡']",051-626-5651,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50608/55280/50608_55280_85_4_583_2013119133232337.jpg
6409,수제돈까스모노,0,매일오전 11시 - 오후 9시|쉬는시간 매일오후 2시 40분 - 오후 4시,35.2358623,129.0115915,부산광역시 북구 화명동 2268-2,"['돈까스', ' 수제돈까스']",051-365-2255,음식점,0,0,0
6410,도신쭈꾸미,0,매일오후 5시 - 오후 11시,35.1054592,128.9702399,부산광역시 사하구 당리동 304-5,"['쭈꾸미', ' 쭈삼겹']",051-201-5847,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59213/52231/59213_52231_80_0_1261_201752813323548.jpg
6411,168도시락국,0,매일오전 10시 - 오후 7시,35.1170857,129.0357918,부산광역시 동구 초량동 994-130,"['도시락', ' 추억의도시락']",051-714-2619,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59804/52254/59804_52254_89_0_8754_2015325163912954.jpg
6412,민락쌈밥,0,0,35.1593362,129.121102,부산광역시 수영구 민락동 156-11,"['쌈밥집', ' 쌈밥']",0,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52921/50696/52921_50696_86_5_4146_20157260545979.jpg
6413,김면장,0,"월-금,토오전 9시 - 오후 9시|일요일오전 9시 - 오후 2시",35.1402606,129.107838,부산광역시 수영구 남천동 255,"['비건', ' 김밥']",051-624-2223,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210102020455_photo1_753fea4c5d8f.jpg
6414,도도참치,0,"월-금,토오후 5시 - 자정 12시|휴무일매주 일요일",35.0855245,128.9099133,부산광역시 강서구 명지동 3260-17,"['무한리필참치', ' 참치']",051-271-0979,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58705/56005/58705_56005_89_0_3892_2018419136218.jpg
6415,모아포차,0,0,35.0859038,128.9858138,부산광역시 사하구 구평동 106,"['포차', ' 돼지껍데기']",051-262-2879,음식점,0,0,0
6416,하림메기매운탕,0,매일오전 10시 30분 - 오후 9시 30분,35.1302345,129.0706179,부산광역시 남구 우암동 189-1983,"['매운탕', ' 메기매운탕']",051-633-9409,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52013/54895/52013_54895_80_0_634_2015417121324481.jpg
6417,튀김집 커피집,0,월-금오전 10시 - 오후 10시|토요일오전 7시 30분 - 오후 10시|휴무일매주 일요일,35.2206673,129.0871359,부산광역시 금정구 부곡동 873-35,"['떡볶이', ' 닭강정']",051-949-8885,음식점,0,0,0
6419,로얄식당,0,0,35.1512502,129.0474387,부산광역시 부산진구 범천동 1127,"['김치찌개', ' 된장찌개']",0,음식점,0,0,0
6420,텐퍼센트커피 개금시장점,0,매일오전 8시 - 오후 9시,35.1520981,129.0234252,부산광역시 부산진구 개금동 177-35,['카페'],051-900-9300,음식점,0,0,0
6421,게도령포차,0,0,35.1087124,128.9658326,부산광역시 사하구 하단동 513-5,"['포차', ' 돌게탕']",0,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51571/55168/51571_55168_80_0_406_201752714733545.jpg
6422,데일리김밥 국제신도시점,0,월-금오전 9시 30분 - 오후 8시 30분|휴무일매주 일요일,35.107921,128.9266295,부산광역시 강서구 명지동 3503-5,"['떡볶이', ' 김밥']",051-293-1009,음식점,0,0,0
6423,워미단거,0,매일정오 12시 - 정오 12시 01분                                            (2021/5월부터 휴업합니다.(출산)),35.0556365,128.9674986,부산광역시 사하구 다대동 934-10,"['카페', ' 수제마카롱']",050-6802-1000,음식점,0,0,0
6424,진주생숯불갈비,0,0,35.2064776,128.9980822,부산광역시 북구 구포동 1060-119,"['김치찌개', ' 숯불갈비']",051-333-7427,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51049/52819/51049_52819_86_0_4167_2017224213718366.jpg
6425,하하분식,0,0,35.2145139,129.0353847,부산광역시 북구 만덕동 829,"['김밥', ' 종합분식']",051-333-9959,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220121103241_photo1_oB7Vhsap7vlD.jpg
6426,더도이종가돼지국밥,0,매일24시간 영업,35.1946427,129.0668701,부산광역시 동래구 사직동 105-4,"['막국수', ' 돼지국밥']",051-501-3861,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210815080246_photo1_3ddcfeaa4253.jpg
6427,전주명가콩나물국밥,0,매일24시간 영업,35.1684342,129.1140214,부산광역시 수영구 수영동 450-11,"['콩나물국밥', ' 김치콩나물국밥']",051-752-6362,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200609011914_photo1_YzkFlgMSzpiz.jpg
6428,공감대 퓨전포차,0,매일오전 11시 - 자정 12시                                            (매주 일요일  휴무),35.1515293,128.8410038,부산광역시 강서구 지사동 1185-1,['중식당'],051-941-5055,음식점,0,0,0
6429,영광식당,0,0,35.2028941,128.9958463,부산광역시 북구 구포동 1052-9,['한식'],0,음식점,0,0,0
6430,복천 함흥면옥,0,"매일오전 11시 - 오후 9시                                            (매월 2,4번째 화요일은 휴무입니다)",35.2047685,129.0868746,부산광역시 동래구 복천동 179-3,"['냉면', ' 한식']",051-552-7009,음식점,0,0,0
6431,역전할머니맥주 부산대연점,0,매일오후 5시 - 오전 2시,35.1326709,129.0917496,부산광역시 남구 대연동 984-18,"['버터구이오징어', ' 술집']",051-622-1982,음식점,0,0,0
6432,사리원,0,매일오전 11시 30분 - 오후 8시,35.1092273,129.0165191,부산광역시 서구 서대신동1가 56-4,"['냉면', ' 물밀면']",051-246-0691,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59628/55235/59628_55235_73_0_281_2016112193835512.jpg
6433,인더매스 시즌스,0,"월-목오전 10시 30분 - 오후 8시|금,토/일오전 10시 30분 - 오후 8시 30분",35.1568526,129.0566466,부산광역시 부산진구 부전동 503-15,"['스시', ' 티라떼']",051-8104-0391,음식점,0,0,0
6434,삼대돼지불고기,0,매일오전 11시 30분 - 오후 10시,35.196157,129.0645203,부산광역시 동래구 사직동 98-7,"['돼지갈비', ' 양념돼지갈비']",051-505-0049,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190315092424_photo1_0SQxyPpwDdUF.jpg
6436,이포차 경성대점,0,매일오후 5시 - 오전 3시,35.135678,129.1000149,부산광역시 남구 대연동 68-17 행운빌딩 3층,"['유러피안', ' 포차']",051-625-7496,음식점,0,0,0
6437,퇴근길회도매수산,0,매일오전 10시 30분 - 오후 11시,35.2753999,129.0884879,부산광역시 금정구 청룡동 50-1,"['생선회', ' 방어']",051-518-0411,음식점,0,0,0
6438,오 센텀비어,0,0,35.1754938,129.1260169,부산광역시 해운대구 재송동 1212,"['맥주', ' 닭껍질튀김']",051-782-8245,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211217082113_photo1_9e1675a489d9.jpg
6439,마음한줄,0,매일오전 8시 - 오후 9시,35.2282746,129.0864695,부산광역시 금정구 장전동 341-11,"['김밥집', ' 김밥']",051-581-7080,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210804033541_photo1_8ae14928509a.jpg
6440,펄 레스토랑,0,"화,수,목,금,토정오 12시 - 오후 9시|쉬는시간 매주 화,수,목,금,토오후 3시 30분 - 오후 5시 30분|휴무일매주 월,일",35.1925183,129.1030711,부산광역시 동래구 안락동 630-8,"['스테이크', ' 파스타']",051-525-0973,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200529071906_photo1_oB7Vhsap7vlD.jpg
6442,파티오키친,0,"월,수,목,금,토/일오전 11시 30분 - 오후 10시|휴무일매주 화요일",35.1915637,129.1025827,부산광역시 동래구 안락동 631-94,"['해물탕', ' 리조또']",051-996-8750,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211217083301_photo1_9104b6605a40.jpg
6443,올 어바웃 바나나,0,매일오전 11시 - 오후 9시,35.230551,129.0885267,부산광역시 금정구 장전동 414-13,"['카페', ' 쉐이크']",051-512-8899,음식점,0,0,0
6444,백마돼지갈비,0,매일오전 11시 30분 - 오후 11시,35.2286097,129.0898015,부산광역시 금정구 부곡동 298-25,"['갈비', ' 돼지갈비']",0,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57478/57939/57478_57939_85_0_1138_2016112916611563.jpg
6445,크리스탈제이드 롯데 부산서면점,0,매일오전 10시 30분 - 오후 8시,35.1568526,129.0566466,부산광역시 부산진구 부전동 503-15 롯데백화점 부산 서면점 9층,"['상해식', ' 소롱포']",051-810-3935,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220121033744_photo1_07fe54ef05b7.jpg
6446,포항물회,0,매일오전 11시 - 오후 10시,35.1023616,128.9755656,부산광역시 사하구 당리동 324-29,"['물회', ' 가자미물회']",051-208-5966,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53760/56157/53760_56157_77_0_8157_20141019204239759.jpg
6447,동심밥심,0,"월-금,토오전 11시 - 오후 9시|휴무일매주 일요일",35.2690588,129.0853806,부산광역시 금정구 남산동 980-1,"['가정식백반', ' 찌개']",051-988-3688,음식점,0,0,0
6448,진주식당,0,0,35.1311124,129.0539648,부산광역시 동구 좌천동 68-93,"['한식', ' 김치전골']",051-632-4169,음식점,0,0,0
6449,정성육회 부산대점,0,매일오후 5시 - 오전 2시,35.2314643,129.0870987,부산광역시 금정구 장전동 416-15,['육회'],070-7607-8194,음식점,0,0,0
6450,더홀릭 명지점,0,0,35.0840494,128.9040554,부산광역시 강서구 명지동 3239,"['맥주', ' 호프']",0,음식점,0,0,0
6451,평산옥,0,월-금오전 10시 - 오후 9시|휴무일매주 일요일,35.1142854,129.0371232,부산광역시 동구 초량동 591-11,"['수육', ' 국수']",051-468-6255,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191113044947720_photo_43fde11766ba.jpg
6452,채식당 양정점,0,0,35.1689171,129.0694408,부산광역시 부산진구 양정동 364-14,['한식'],051-868-5426,음식점,0,0,0
6453,지누집,0,"월-금,토오후 4시 - 자정 12시|휴무일매주 일요일",35.2089443,129.0082472,부산광역시 북구 덕천동 432-5,"['고기집', ' 이베리코']",0,음식점,0,0,0
6454,다빛채 감자탕,0,매일오전 10시 30분 - 오후 10시,35.2107583,129.0206727,부산광역시 북구 덕천동 791-14,['감자탕'],051-335-0152,음식점,0,0,0
6455,부산가야밀면,0,0,35.1432185,129.0744466,부산광역시 남구 문현동 119-86,"['한식', ' 비빔밀면']",051-633-9810,음식점,0,0,0
6457,동서낙지볶음삼계탕,0,매일오전 11시 30분 - 오후 10시,35.246329,129.0891892,부산광역시 금정구 구서동 414-57,"['낙지볶음', ' 삼계탕']",051-518-0069,음식점,0,0,0
6458,가야수산,0,0,35.1831684,128.9195521,부산광역시 강서구 강동동 2932-10,['생선회'],051-972-7711,음식점,0,0,0
6459,이랴이랴,0,매일오전 11시 30분 - 오후 10시 30분,35.1571629,129.1140697,부산광역시 수영구 광안동 144-25,"['고기집', ' 물비빔면']",051-751-1024,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58544/50613/58544_50613_85_4_2522_2013119163752648.jpg
6460,프루티,0,"월,금,토/일오전 10시 30분 - 오후 5시 30분|목요일오전 10시 20분 - 오후 5시 30분|쉬는시간 매주 목요일자정 12시 - 오후 11시 50분|휴무일매주 화,수",35.1460964,129.1141932,부산광역시 수영구 남천동 5-12 2층,"['브런치', ' 브런치카페']",0,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220106115548_photo1_84cc3e222bb4.jpg
6463,두번째 늘해랑,0,매일오전 10시 - 오후 9시,35.1705849,129.0703331,부산광역시 부산진구 양정동 354-10,"['돼지국밥', ' 수육백반']",051-867-5382,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211104190958_photo2_2806d24bd06b.jpg
6466,중국관,0,"월-금,토오전 9시 - 오후 9시|휴무일매주 일요일",35.1447662,129.1106382,부산광역시 수영구 남천동 11-1,['중식당'],051-626-3332,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51858/52747/51858_52747_81_0_8464_201611301226452.jpg
6467,속에천불청송얼음막걸리매운고추정구지찌짐,0,0,35.2668056,129.0903644,부산광역시 금정구 남산동 112-26,"['막걸리', ' 찌짐']",0,음식점,0,0,0
6468,진심을 담다,0,"화,수,목,금,토/일정오 12시 - 오후 9시|휴무일매주 월요일",35.1169646,129.0348742,부산광역시 동구 초량동 994-750,"['파스타', ' 스테이크']",051-711-2005,음식점,0,0,0
6469,일미복집,0,0,35.2052375,129.0841243,부산광역시 동래구 복천동 380-5,"['복집', ' 복어요리']",051-555-0981,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51697/57920/51697_57920_81_0_8242_20161129194734447.jpg
6471,밥상머리 연산점,0,0,35.180845,129.0821392,부산광역시 연제구 연산동 1261-24,"['삼겹도시락', ' 떡갈비도시락']",051-852-3616,음식점,0,0,0
6472,슈룹,0,0,35.2111339,129.0804411,부산광역시 동래구 명륜동 691-9,"['카페', ' 말차']",0,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53682/54386/53682_54386_74_0_493_201882914030879.jpg
6474,밀양집,0,0,35.2072594,129.0382469,부산광역시 북구 만덕동 850-20,['한식'],051-342-1360,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57019/50588/57019_50588_81_0_5000_20161129184213711.jpg
6475,본죽 부산서면시장점,0,"월-금,토오전 7시 30분 - 오후 9시",35.1554337,129.0588267,부산광역시 부산진구 부전동 255-42,"['죽집', ' 쇠고기야채죽']",051-806-0800,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210105125153732_photo_1a49e4181e47.jpg
6476,포항물회집,0,매일오전 11시 - 오후 10시 30분,35.1605168,129.05612,부산광역시 부산진구 부전동 403-35,"['횟집', ' 이시가리']",051-808-5949,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59935/52498/59935_52498_86_5_4579_201311983523655.jpg
6477,탐앤탐스 부산남포점,0,월-금오전 10시 - 오후 11시,35.0978779,129.0311342,부산광역시 중구 남포동4가 11-4,['카페'],0,음식점,0,0,0
6478,해리의 집,0,매일오후 4시 - 오후 10시,35.2447769,129.0878807,부산광역시 금정구 구서동 461-2,"['한식', ' 더덕삼겹살']",051-581-5586,음식점,0,0,0
6479,에이미스커피 광복점,0,매일오전 11시 - 오후 10시,35.0997243,129.0296121,부산광역시 중구 창선동1가 12-1,['카페'],051-260-5240,음식점,0,0,0
6480,락휴노래타운,0,0,35.1633699,128.9843877,부산광역시 사상구 괘법동 535-18,"['술집', ' 빵']",051-323-6363,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50412/59908/50412_59908_86_0_1574_201811845913619.jpg
6481,맛있게찜,0,월-금오전 11시 - 오후 9시|일요일정오 12시 - 오후 9시|휴무일매주 토요일,35.2308366,129.0851305,부산광역시 금정구 장전동 420-39,"['고기집', ' 돼지찜']",051-929-6844,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56300/50289/56300_50289_89_0_6933_20171289171456.jpg
6482,바우네나주곰탕,0,월-금오전 8시 - 오후 9시,35.0996797,129.0179109,부산광역시 서구 아미동2가 67-16,"['곰탕', ' 사골곰탕']",051-243-5542,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210720113745_photo1_753fea4c5d8f.jpg
6483,소가기가막혀,0,0,35.155653,129.0561142,부산광역시 부산진구 부전동 516-61,"['고기집', ' 차돌박이']",051-809-0051,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51716/51455/51716_51455_77_0_7337_2016118123423894.jpg
6484,모모스테이크,0,매일오전 11시 - 오후 9시,35.169679,129.1776812,부산광역시 해운대구 좌동 1479-3,"['스테이크', ' 스테이크정식']",0503-5339-0221,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56278/59231/56278_59231_77_0_1666_201421322624721.jpg
6485,달보드레,0,매일오전 10시 - 오후 9시,35.2099827,129.0087938,부산광역시 북구 덕천동 414-41,"['브런치카페', ' 브런치']",051-337-3809,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211018011415739_photo_0f71b8e39c09.jpg
6486,정경애맛집코다리,0,매일오전 11시 30분 - 오후 10시,35.198292,129.0588027,부산광역시 동래구 사직동 45-4,"['해물', ' 코다리조림']",051-502-2276,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210430110733090_photo_60d831ce2f5c.jpg
6489,황금성,0,매일오전 10시 - 오전 5시,35.1550413,129.0573168,부산광역시 부산진구 부전동 517-31,"['짜장면', ' 중화요리']",051-819-7979,음식점,0,0,0
6490,느낌,0,매일오후 4시 - 오전 1시 30분,35.0987805,128.9588221,부산광역시 사하구 신평동 589-4,"['맥주', ' 호프']",051-203-2270,음식점,0,0,0
6491,홍이네횟집,0,"월-금,토오후 5시 - 자정 12시|휴무일매주 일요일",35.2669664,129.0919261,부산광역시 금정구 남산동 104-4,"['횟집', ' 모듬회']",051-583-5558,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50400/54773/50400_54773_86_5_1866_2014721212542918.jpg
6492,오뎅끼데스까,0,매일오후 6시 - 오전 4시,35.1737104,129.1770796,부산광역시 해운대구 좌동 420-1,"['오뎅바', ' 오뎅']",051-701-0111,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52733/59890/52733_59890_89_0_3573_2016118145338556.jpg
6493,공담,0,매일오전 11시 30분 - 오후 10시|쉬는시간 매일오후 3시 30분 - 오후 5시 10분,35.2064978,129.0792606,부산광역시 동래구 명륜동 549-13,"['파스타', ' 생면파스타']",070-7799-2173,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220122040902_photo1_a36a389e1fca.jpg
6494,수라상,0,0,35.2222631,129.1130859,부산광역시 금정구 금사동 34-11,"['쌈밥', ' 돌솥비빔밥']",051-528-6940,음식점,0,0,0
6495,벌떼집,0,매일오전 11시 - 오후 10시,35.1847595,129.0818672,부산광역시 연제구 연산동 709-18,"['해물', ' 문어']",0,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220209052430528_photo_b0fbd685b326.jpg
6496,홍성,0,매일오전 11시 - 오후 8시 30분,35.1081832,129.0343529,부산광역시 중구 동광동5가 12-41,"['중화요리', ' 짬뽕']",051-467-5389,음식점,0,0,0
6497,용궁 해물탕,0,매일오전 10시 - 오전 3시,35.1584181,129.0571915,부산광역시 부산진구 부전동 475-17,"['해물찜', ' 해물탕']",051-808-4711,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53046/50912/53046_50912_85_0_4942_2015102320753687.jpg
6498,하단만족,0,매일오전 11시 30분 - 오후 10시|쉬는시간 매일오후 3시 - 오후 5시,35.1064066,128.9703476,부산광역시 사하구 당리동 306-3,"['보쌈', ' 보쌈정식']",051-204-3872,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210627104018_photo1_b69042a34009.jpg
6499,황금오리,0,"월,화,목,금,토/일오전 10시 - 오후 10시|휴무일매주 수요일",35.2689238,129.0888639,부산광역시 금정구 남산동 332-5,"['훈제오리', ' 오리불고기']",070-7355-4858,음식점,0,0,0
6500,디저트39 부산반송점,0,0,35.2295828,129.1593088,부산광역시 해운대구 반송동 204-1,['카페'],051-542-4577,음식점,0,0,0
6501,마장동황제축산 주례본점,0,매일오전 11시 - 오후 11시,35.1471415,129.0007395,부산광역시 사상구 주례동 600-3,['삼겹살'],051-322-4463,음식점,0,0,0
6502,부영손짜장 신호점,0,0,35.0830499,128.8784038,부산광역시 강서구 신호동 239-1,"['짜장', ' 중국집']",051-972-4200,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210805104517_photo1_OWrS0fDK6PDV.jpg
6503,동래 345,0,매일오후 6시 - 오전 5시,35.2061658,129.0812176,부산광역시 동래구 명륜동 561-23,"['오차즈케', ' 술집']",051-553-0345,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200912011044_photo1_a4ea022279aa.jpg
6504,소랑,0,"월-금,토오후 5시 - 자정 12시|휴무일매주 일요일",35.1386075,129.1052655,부산광역시 남구 대연동 30-13,"['스테이크', ' 술집']",051-611-2575,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210604014420_photo1_1559c67e6a15.jpg
6505,마카오박2,0,"월-금,토오전 5시 - 오전 1시                                            (일요일마다휴무)",35.0985758,129.0352329,부산광역시 중구 광복동1가 37-3,"['맥주집', ' 감바스']",051-246-2755,음식점,0,0,0
6507,원조개성손만두유황오리,0,"월-금,토오전 10시 - 오후 10시|휴무일매주 일요일",35.1795081,129.0723242,부산광역시 연제구 연산동 1514-6,"['유황오리', ' 손만두']",051-864-2466,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220201055124665_photo_dea771de1115.jpg
6508,부타케,0,"월-금,토오후 5시 - 오후 9시|휴무일매주 일요일",35.1377937,129.1024717,부산광역시 남구 대연동 54-23,"['꼬치', ' 이자카야']",0,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210917034101_photo1_7e4714eaa06c.jpg
6510,싸오포차,0,0,35.1543193,129.0611247,부산광역시 부산진구 부전동 217-2,['포차'],051-802-8169,음식점,0,0,0
6513,꼬꼬뱅보양,0,"월-금,토오후 5시 - 오전 1시                                            (※주말도동일합니다)",35.1397497,129.0599392,부산광역시 동구 범일동 833-16,"['치킨', ' 곱도리탕']",051-646-3030,음식점,0,0,0
6514,고집센그집갈비탕,0,월-금오전 11시 30분 - 오후 9시,35.1721292,129.0691864,부산광역시 부산진구 양정동 389-9,"['갈비찜', ' 갈비탕']",051-902-9280,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190922084118_photo1_2b4094ccbba3.jpg
6515,만선참가자미회전문점,0,월-금오전 11시 30분 - 오후 11시|휴무일매주 일요일,35.2111313,129.0061655,부산광역시 북구 덕천동 396-5,"['생선회', ' 참가자미']",051-343-8800,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55719/55206/55719_55206_80_0_3590_201841895815237.jpg
6516,오색면전,0,월-금오전 11시 - 오후 9시|토/일오전 11시 - 오후 9시 30분,35.096715,129.0367482,부산광역시 중구 중앙동7가 20-1 롯데백화점 광복점 본관 10층,"['갈비찜', ' 장칼국수']",051-678-3200,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211017062142_photo1_e664af45f59e.jpg
6517,화성곰탕,0,0,35.1377846,129.0607795,부산광역시 동구 범일동 574-4,"['육개장', ' 곰탕']",051-647-0880,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52339/54938/52339_54938_89_0_6812_2018418154036214.jpg
6518,우리동네식육식당,0,"화,수,목,금,토/일오전 10시 - 오후 11시|휴무일매주 월요일",35.0556365,128.9674986,부산광역시 사하구 다대동 943-21,['소고기구이'],0,음식점,0,0,0
